Index,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
868,0.718,0.675,1,-5.009,1,0.134,0.0894,0,0.18,0.184,130.086,audio_features,1mmvkXPooFMrZEFG1Inch7,spotify:track:1mmvkXPooFMrZEFG1Inch7,https://api.spotify.com/v1/tracks/1mmvkXPooFMrZEFG1Inch7,https://api.spotify.com/v1/audio-analysis/1mmvkXPooFMrZEFG1Inch7,232615,4
869,0.716,0.541,6,-7.273,1,0.0859,0.21,0,0.179,0.314,85.009,audio_features,6OVIoKb9DT1TIiuZcNol6E,spotify:track:6OVIoKb9DT1TIiuZcNol6E,https://api.spotify.com/v1/tracks/6OVIoKb9DT1TIiuZcNol6E,https://api.spotify.com/v1/audio-analysis/6OVIoKb9DT1TIiuZcNol6E,173735,4
870,0.685,0.815,5,-5.088,0,0.0803,0.142,0,0.209,0.775,92.056,audio_features,3873SILuVfMn1Dvt6wrdYA,spotify:track:3873SILuVfMn1Dvt6wrdYA,https://api.spotify.com/v1/tracks/3873SILuVfMn1Dvt6wrdYA,https://api.spotify.com/v1/audio-analysis/3873SILuVfMn1Dvt6wrdYA,182609,4
871,0.853,0.467,9,-6.843,0,0.195,0.00596,0.00171,0.203,0.329,87.023,audio_features,6MOst484piqXpzPPRRe8i5,spotify:track:6MOst484piqXpzPPRRe8i5,https://api.spotify.com/v1/tracks/6MOst484piqXpzPPRRe8i5,https://api.spotify.com/v1/audio-analysis/6MOst484piqXpzPPRRe8i5,220709,4
872,0.676,0.691,9,-6.198,0,0.427,0.575,0,0.102,0.774,149.973,audio_features,1JeLx7sGn3LzHLwCzd6swY,spotify:track:1JeLx7sGn3LzHLwCzd6swY,https://api.spotify.com/v1/tracks/1JeLx7sGn3LzHLwCzd6swY,https://api.spotify.com/v1/audio-analysis/1JeLx7sGn3LzHLwCzd6swY,278277,4
873,0.809,0.699,0,-5.108,0,0.151,0.425,0,0.157,0.724,144.998,audio_features,1SIy3eSRNBs2W6zA3aCVBt,spotify:track:1SIy3eSRNBs2W6zA3aCVBt,https://api.spotify.com/v1/tracks/1SIy3eSRNBs2W6zA3aCVBt,https://api.spotify.com/v1/audio-analysis/1SIy3eSRNBs2W6zA3aCVBt,175128,4
874,0.878,0.613,10,-7.385,1,0.263,0.667,0,0.173,0.869,140.974,audio_features,0Ezi0P8N5aVQNaOKnJ3MHz,spotify:track:0Ezi0P8N5aVQNaOKnJ3MHz,https://api.spotify.com/v1/tracks/0Ezi0P8N5aVQNaOKnJ3MHz,https://api.spotify.com/v1/audio-analysis/0Ezi0P8N5aVQNaOKnJ3MHz,192340,4
875,0.604,0.577,4,-5.613,0,0.162,0.0361,0.00295,0.319,0.209,186.046,audio_features,3Nu1xzgGX1tTyMaw8VdyGa,spotify:track:3Nu1xzgGX1tTyMaw8VdyGa,https://api.spotify.com/v1/tracks/3Nu1xzgGX1tTyMaw8VdyGa,https://api.spotify.com/v1/audio-analysis/3Nu1xzgGX1tTyMaw8VdyGa,176057,4
876,0.822,0.981,9,-1.321,1,0.109,0.000593,0.748,0.0938,0.404,115.005,audio_features,34lfu3S4fIcKZRNXzbdbo7,spotify:track:34lfu3S4fIcKZRNXzbdbo7,https://api.spotify.com/v1/tracks/34lfu3S4fIcKZRNXzbdbo7,https://api.spotify.com/v1/audio-analysis/34lfu3S4fIcKZRNXzbdbo7,133565,4
877,0.383,0.563,1,-9.648,1,0.255,0.535,3.22E-05,0.196,0.584,158.512,audio_features,7LOR8Rdc5n2EkduOXZeTp6,spotify:track:7LOR8Rdc5n2EkduOXZeTp6,https://api.spotify.com/v1/tracks/7LOR8Rdc5n2EkduOXZeTp6,https://api.spotify.com/v1/audio-analysis/7LOR8Rdc5n2EkduOXZeTp6,104151,3
878,0.703,0.856,3,-7.904,1,0.0517,0.832,0.000192,0.123,0.32,115.013,audio_features,1JV0bFj7KIrbIpb3flnClS,spotify:track:1JV0bFj7KIrbIpb3flnClS,https://api.spotify.com/v1/tracks/1JV0bFj7KIrbIpb3flnClS,https://api.spotify.com/v1/audio-analysis/1JV0bFj7KIrbIpb3flnClS,183654,4
879,0.754,0.6,5,-7.909,0,0.319,0.289,0,0.203,0.634,143.928,audio_features,2yOVqm4ylWgOTLf8OC3H19,spotify:track:2yOVqm4ylWgOTLf8OC3H19,https://api.spotify.com/v1/tracks/2yOVqm4ylWgOTLf8OC3H19,https://api.spotify.com/v1/audio-analysis/2yOVqm4ylWgOTLf8OC3H19,193333,4
880,0.774,0.709,4,-6.263,0,0.349,0.0441,0,0.346,0.625,125.028,audio_features,4FhAzN9xcVPT8KlF2eZJ1j,spotify:track:4FhAzN9xcVPT8KlF2eZJ1j,https://api.spotify.com/v1/tracks/4FhAzN9xcVPT8KlF2eZJ1j,https://api.spotify.com/v1/audio-analysis/4FhAzN9xcVPT8KlF2eZJ1j,292013,4
881,0.715,0.633,2,-6.869,1,0.0804,0.553,4.45E-06,0.0905,0.319,105.945,audio_features,5UGAXwbA17bUC0K9uquGY2,spotify:track:5UGAXwbA17bUC0K9uquGY2,https://api.spotify.com/v1/tracks/5UGAXwbA17bUC0K9uquGY2,https://api.spotify.com/v1/audio-analysis/5UGAXwbA17bUC0K9uquGY2,126850,5
882,0.468,0.838,2,-8.288,1,0.284,0.124,0.00156,0.114,0.526,47.233,audio_features,20GGg1KnIFRTfxGG4VqNVn,spotify:track:20GGg1KnIFRTfxGG4VqNVn,https://api.spotify.com/v1/tracks/20GGg1KnIFRTfxGG4VqNVn,https://api.spotify.com/v1/audio-analysis/20GGg1KnIFRTfxGG4VqNVn,149013,4
883,0.879,0.785,10,-4.959,0,0.268,0.0466,0,0.223,0.712,98.001,audio_features,3aaxVh7kAA5h5IszxwYjYR,spotify:track:3aaxVh7kAA5h5IszxwYjYR,https://api.spotify.com/v1/tracks/3aaxVh7kAA5h5IszxwYjYR,https://api.spotify.com/v1/audio-analysis/3aaxVh7kAA5h5IszxwYjYR,123061,4
884,0.541,0.834,9,-4.713,1,0.389,0.057,0,0.103,0.614,144.281,audio_features,21PGTyPShWqLrBaTUd3k20,spotify:track:21PGTyPShWqLrBaTUd3k20,https://api.spotify.com/v1/tracks/21PGTyPShWqLrBaTUd3k20,https://api.spotify.com/v1/audio-analysis/21PGTyPShWqLrBaTUd3k20,150833,4
885,0.464,0.654,11,-5.449,0,0.239,0.322,4.76E-06,0.724,0.258,113.082,audio_features,3IW5tZl52SCJW3BOuE9CIn,spotify:track:3IW5tZl52SCJW3BOuE9CIn,https://api.spotify.com/v1/tracks/3IW5tZl52SCJW3BOuE9CIn,https://api.spotify.com/v1/audio-analysis/3IW5tZl52SCJW3BOuE9CIn,208941,5
886,0.643,0.852,8,-5.448,0,0.486,0.279,0,0.0893,0.705,79.129,audio_features,5E0PcREYdAn70xQPylf76v,spotify:track:5E0PcREYdAn70xQPylf76v,https://api.spotify.com/v1/tracks/5E0PcREYdAn70xQPylf76v,https://api.spotify.com/v1/audio-analysis/5E0PcREYdAn70xQPylf76v,203544,4
887,0.703,0.885,0,-5.277,0,0.138,0.505,0,0.18,0.669,92.041,audio_features,6rY8VQS4hEgdG3OqKd9lBJ,spotify:track:6rY8VQS4hEgdG3OqKd9lBJ,https://api.spotify.com/v1/tracks/6rY8VQS4hEgdG3OqKd9lBJ,https://api.spotify.com/v1/audio-analysis/6rY8VQS4hEgdG3OqKd9lBJ,174620,4
888,0.623,0.697,0,-6.14,0,0.0806,0.409,3.46E-06,0.224,0.474,84.989,audio_features,6WeWS6o2LddqgPKgmW7AVa,spotify:track:6WeWS6o2LddqgPKgmW7AVa,https://api.spotify.com/v1/tracks/6WeWS6o2LddqgPKgmW7AVa,https://api.spotify.com/v1/audio-analysis/6WeWS6o2LddqgPKgmW7AVa,155294,4
889,0.742,0.639,10,-5.341,0,0.257,0.0679,0.000315,0.507,0.579,150.043,audio_features,0SomBlPtHp2B72QpLX3bRr,spotify:track:0SomBlPtHp2B72QpLX3bRr,https://api.spotify.com/v1/tracks/0SomBlPtHp2B72QpLX3bRr,https://api.spotify.com/v1/audio-analysis/0SomBlPtHp2B72QpLX3bRr,182400,4
890,0.729,0.778,11,-3.932,0,0.154,0.148,3.90E-05,0.214,0.685,155.073,audio_features,0pzDoErUocBHYar9ySh3Tl,spotify:track:0pzDoErUocBHYar9ySh3Tl,https://api.spotify.com/v1/tracks/0pzDoErUocBHYar9ySh3Tl,https://api.spotify.com/v1/audio-analysis/0pzDoErUocBHYar9ySh3Tl,202839,4
891,0.753,0.587,11,-5.669,0,0.153,0.295,0,0.129,0.0754,93.97,audio_features,6r4QPSgVEV5ZXJVqarKaQn,spotify:track:6r4QPSgVEV5ZXJVqarKaQn,https://api.spotify.com/v1/tracks/6r4QPSgVEV5ZXJVqarKaQn,https://api.spotify.com/v1/audio-analysis/6r4QPSgVEV5ZXJVqarKaQn,159096,4
892,0.791,0.695,1,-5.925,1,0.114,0.137,0,0.14,0.301,121.995,audio_features,0AKN15n1jNPOy9B38UyTby,spotify:track:0AKN15n1jNPOy9B38UyTby,https://api.spotify.com/v1/tracks/0AKN15n1jNPOy9B38UyTby,https://api.spotify.com/v1/audio-analysis/0AKN15n1jNPOy9B38UyTby,161311,4
893,0.733,0.788,7,-6.449,1,0.354,0.293,0.000253,0.131,0.628,169.93,audio_features,71A7AqPydcCW7EhHuBpLwB,spotify:track:71A7AqPydcCW7EhHuBpLwB,https://api.spotify.com/v1/tracks/71A7AqPydcCW7EhHuBpLwB,https://api.spotify.com/v1/audio-analysis/71A7AqPydcCW7EhHuBpLwB,141176,4
894,0.793,0.748,8,-3.783,1,0.25,0.0644,0,0.118,0.292,130.074,audio_features,7G38Rg6rU3NVhpdQteyQOA,spotify:track:7G38Rg6rU3NVhpdQteyQOA,https://api.spotify.com/v1/tracks/7G38Rg6rU3NVhpdQteyQOA,https://api.spotify.com/v1/audio-analysis/7G38Rg6rU3NVhpdQteyQOA,148038,4
895,0.594,0.879,9,-4.988,1,0.383,0.129,0,0.196,0.369,89.791,audio_features,5FUSmeF3iIYBXsANx5Z6A6,spotify:track:5FUSmeF3iIYBXsANx5Z6A6,https://api.spotify.com/v1/tracks/5FUSmeF3iIYBXsANx5Z6A6,https://api.spotify.com/v1/audio-analysis/5FUSmeF3iIYBXsANx5Z6A6,258667,4
896,0.824,0.739,1,-3.658,1,0.165,0.363,0,0.136,0.55,97.971,audio_features,5m20phzpAfgTT8Q884Y8PH,spotify:track:5m20phzpAfgTT8Q884Y8PH,https://api.spotify.com/v1/tracks/5m20phzpAfgTT8Q884Y8PH,https://api.spotify.com/v1/audio-analysis/5m20phzpAfgTT8Q884Y8PH,161633,4
897,0.501,0.711,1,-5.935,1,0.101,0.049,0,0.733,0.329,117.339,audio_features,5ZmZ6RKNcFbIrdf1rSB3IO,spotify:track:5ZmZ6RKNcFbIrdf1rSB3IO,https://api.spotify.com/v1/tracks/5ZmZ6RKNcFbIrdf1rSB3IO,https://api.spotify.com/v1/audio-analysis/5ZmZ6RKNcFbIrdf1rSB3IO,134328,4
898,0.726,0.474,1,-7.834,0,0.0491,0.803,0,0.258,0.57,116.027,audio_features,0AQquaENerGps8BQmbPw14,spotify:track:0AQquaENerGps8BQmbPw14,https://api.spotify.com/v1/tracks/0AQquaENerGps8BQmbPw14,https://api.spotify.com/v1/audio-analysis/0AQquaENerGps8BQmbPw14,235733,4
899,0.678,0.788,1,-8.941,0,0.104,0.209,0.105,0.164,0.512,95.005,audio_features,4fdRcgxpPpqbeJYMCLsIlh,spotify:track:4fdRcgxpPpqbeJYMCLsIlh,https://api.spotify.com/v1/tracks/4fdRcgxpPpqbeJYMCLsIlh,https://api.spotify.com/v1/audio-analysis/4fdRcgxpPpqbeJYMCLsIlh,206368,4
900,0.585,0.813,1,-2.695,1,0.277,0.0901,0,0.163,0.49,95.456,audio_features,4rpqJYjM1uvAz4F3PPlL99,spotify:track:4rpqJYjM1uvAz4F3PPlL99,https://api.spotify.com/v1/tracks/4rpqJYjM1uvAz4F3PPlL99,https://api.spotify.com/v1/audio-analysis/4rpqJYjM1uvAz4F3PPlL99,232819,4
901,0.688,0.523,9,-10.36,0,0.184,0.297,2.65E-06,0.121,0.237,61.994,audio_features,7GMdUBnPCy8ttOJwxUW6HM,spotify:track:7GMdUBnPCy8ttOJwxUW6HM,https://api.spotify.com/v1/tracks/7GMdUBnPCy8ttOJwxUW6HM,https://api.spotify.com/v1/audio-analysis/7GMdUBnPCy8ttOJwxUW6HM,276000,4
902,0.654,0.525,6,-7.713,0,0.0542,0.497,3.27E-06,0.104,0.204,99.995,audio_features,7yDWlv3NjJLXG17O9bgr48,spotify:track:7yDWlv3NjJLXG17O9bgr48,https://api.spotify.com/v1/tracks/7yDWlv3NjJLXG17O9bgr48,https://api.spotify.com/v1/audio-analysis/7yDWlv3NjJLXG17O9bgr48,156000,4
903,0.871,0.503,1,-8.914,1,0.246,0.234,0,0.0363,0.299,95.995,audio_features,7clZPgxL86EnxpqL9QxsYY,spotify:track:7clZPgxL86EnxpqL9QxsYY,https://api.spotify.com/v1/tracks/7clZPgxL86EnxpqL9QxsYY,https://api.spotify.com/v1/audio-analysis/7clZPgxL86EnxpqL9QxsYY,153246,4
904,0.776,0.839,9,-5.919,1,0.0541,0.214,0,0.313,0.671,120.014,audio_features,4g0OWz92tgdNlBgc80qF6y,spotify:track:4g0OWz92tgdNlBgc80qF6y,https://api.spotify.com/v1/tracks/4g0OWz92tgdNlBgc80qF6y,https://api.spotify.com/v1/audio-analysis/4g0OWz92tgdNlBgc80qF6y,185031,4
905,0.72,0.534,9,-7.845,1,0.105,0.0773,4.87E-05,0.101,0.275,134.918,audio_features,7tHLGPjx9gOzeHnhvT91ON,spotify:track:7tHLGPjx9gOzeHnhvT91ON,https://api.spotify.com/v1/tracks/7tHLGPjx9gOzeHnhvT91ON,https://api.spotify.com/v1/audio-analysis/7tHLGPjx9gOzeHnhvT91ON,201420,4
906,0.639,0.86,0,-3.833,0,0.0357,0.279,0,0.166,0.334,151.927,audio_features,6CSNzPgC41ttk0RERlfr3f,spotify:track:6CSNzPgC41ttk0RERlfr3f,https://api.spotify.com/v1/tracks/6CSNzPgC41ttk0RERlfr3f,https://api.spotify.com/v1/audio-analysis/6CSNzPgC41ttk0RERlfr3f,196046,4
907,0.55,0.699,8,-6.1,1,0.263,0.0339,0,0.226,0.258,163.95,audio_features,7mH2BQEDDMrvHRD7TEdf0a,spotify:track:7mH2BQEDDMrvHRD7TEdf0a,https://api.spotify.com/v1/tracks/7mH2BQEDDMrvHRD7TEdf0a,https://api.spotify.com/v1/audio-analysis/7mH2BQEDDMrvHRD7TEdf0a,217893,4
908,0.42,0.398,6,-9.13,0,0.0296,0.755,0.000537,0.172,0.364,88.897,audio_features,0sjxRg1VlYfx4YG7uxurrq,spotify:track:0sjxRg1VlYfx4YG7uxurrq,https://api.spotify.com/v1/tracks/0sjxRg1VlYfx4YG7uxurrq,https://api.spotify.com/v1/audio-analysis/0sjxRg1VlYfx4YG7uxurrq,155027,3
909,0.707,0.251,2,-10.74,0,0.0378,0.801,0,0.105,0.652,124.081,audio_features,5tNQFDpeAggd6Brw3pIpjP,spotify:track:5tNQFDpeAggd6Brw3pIpjP,https://api.spotify.com/v1/tracks/5tNQFDpeAggd6Brw3pIpjP,https://api.spotify.com/v1/audio-analysis/5tNQFDpeAggd6Brw3pIpjP,149227,4
910,0.807,0.456,8,-7.114,1,0.187,0.0339,2.90E-06,0.219,0.765,91.982,audio_features,1v8y1k3GUfcUtctRPOH6zL,spotify:track:1v8y1k3GUfcUtctRPOH6zL,https://api.spotify.com/v1/tracks/1v8y1k3GUfcUtctRPOH6zL,https://api.spotify.com/v1/audio-analysis/1v8y1k3GUfcUtctRPOH6zL,205000,4
911,0.719,0.523,10,-8.606,0,0.0675,0.0261,0.847,0.0885,0.858,95.04,audio_features,4oZc4uOpd9NxEQQC8NZRxD,spotify:track:4oZc4uOpd9NxEQQC8NZRxD,https://api.spotify.com/v1/tracks/4oZc4uOpd9NxEQQC8NZRxD,https://api.spotify.com/v1/audio-analysis/4oZc4uOpd9NxEQQC8NZRxD,40467,4
912,0.607,0.639,7,-8.767,0,0.0404,0.00179,0,0.221,0.24,166.034,audio_features,78nGj0nbBLDWnzSwWU2jOh,spotify:track:78nGj0nbBLDWnzSwWU2jOh,https://api.spotify.com/v1/tracks/78nGj0nbBLDWnzSwWU2jOh,https://api.spotify.com/v1/audio-analysis/78nGj0nbBLDWnzSwWU2jOh,169000,4
913,0.513,0.617,5,-7.014,1,0.0357,0.000588,3.16E-05,0.147,0.301,159.928,audio_features,4HOpXqs8bTeQRXJG8IwvKt,spotify:track:4HOpXqs8bTeQRXJG8IwvKt,https://api.spotify.com/v1/tracks/4HOpXqs8bTeQRXJG8IwvKt,https://api.spotify.com/v1/audio-analysis/4HOpXqs8bTeQRXJG8IwvKt,152280,4
914,0.458,0.909,1,-6.553,1,0.487,0.0567,4.26E-06,0.11,0.449,118.227,audio_features,6bOkaEXc5CopinGazSLokx,spotify:track:6bOkaEXc5CopinGazSLokx,https://api.spotify.com/v1/tracks/6bOkaEXc5CopinGazSLokx,https://api.spotify.com/v1/audio-analysis/6bOkaEXc5CopinGazSLokx,205627,4
915,0.518,0.492,10,-8.436,0,0.193,0.216,0.0012,0.146,0.471,78.848,audio_features,1hz7SRTGUNAtIQ46qiNv2p,spotify:track:1hz7SRTGUNAtIQ46qiNv2p,https://api.spotify.com/v1/tracks/1hz7SRTGUNAtIQ46qiNv2p,https://api.spotify.com/v1/audio-analysis/1hz7SRTGUNAtIQ46qiNv2p,375387,4
916,0.638,0.522,8,-9.814,1,0.0932,0.352,0.0663,0.165,0.584,142.952,audio_features,5A0M6B0RBSXSNWv0wcppZ9,spotify:track:5A0M6B0RBSXSNWv0wcppZ9,https://api.spotify.com/v1/tracks/5A0M6B0RBSXSNWv0wcppZ9,https://api.spotify.com/v1/audio-analysis/5A0M6B0RBSXSNWv0wcppZ9,161200,4
917,0.725,0.803,2,-5.574,1,0.31,0.0361,0,0.42,0.69,90.988,audio_features,5JpWfVGafokOb3PBGlp98g,spotify:track:5JpWfVGafokOb3PBGlp98g,https://api.spotify.com/v1/tracks/5JpWfVGafokOb3PBGlp98g,https://api.spotify.com/v1/audio-analysis/5JpWfVGafokOb3PBGlp98g,311000,4
918,0.943,0.595,5,-8.372,0,0.191,0.0673,0,0.0839,0.815,117.532,audio_features,34oWbFBfGEElvgO0a5c9V4,spotify:track:34oWbFBfGEElvgO0a5c9V4,https://api.spotify.com/v1/tracks/34oWbFBfGEElvgO0a5c9V4,https://api.spotify.com/v1/audio-analysis/34oWbFBfGEElvgO0a5c9V4,165291,4
919,0.574,0.628,2,-8.815,0,0.036,0.13,0,0.271,0.803,153.119,audio_features,4jDmJ51x1o9NZB5Nxxc7gY,spotify:track:4jDmJ51x1o9NZB5Nxxc7gY,https://api.spotify.com/v1/tracks/4jDmJ51x1o9NZB5Nxxc7gY,https://api.spotify.com/v1/audio-analysis/4jDmJ51x1o9NZB5Nxxc7gY,300107,4
920,0.261,0.852,9,-4.965,1,0.158,0.139,4.26E-05,0.477,0.431,177.997,audio_features,1gT5TGwbkkkUliNzHRIGi1,spotify:track:1gT5TGwbkkkUliNzHRIGi1,https://api.spotify.com/v1/tracks/1gT5TGwbkkkUliNzHRIGi1,https://api.spotify.com/v1/audio-analysis/1gT5TGwbkkkUliNzHRIGi1,284493,4
921,0.779,0.57,5,-8.752,0,0.469,0.303,0,0.218,0.467,99.878,audio_features,2tqoJQbv6dNNOi0PCCjuse,spotify:track:2tqoJQbv6dNNOi0PCCjuse,https://api.spotify.com/v1/tracks/2tqoJQbv6dNNOi0PCCjuse,https://api.spotify.com/v1/audio-analysis/2tqoJQbv6dNNOi0PCCjuse,289853,4
922,0.741,0.718,7,-5.823,1,0.415,0.283,2.21E-06,0.23,0.576,165.848,audio_features,6JpN5w95em8SODPiM7W2PH,spotify:track:6JpN5w95em8SODPiM7W2PH,https://api.spotify.com/v1/tracks/6JpN5w95em8SODPiM7W2PH,https://api.spotify.com/v1/audio-analysis/6JpN5w95em8SODPiM7W2PH,231760,4
923,0.796,0.822,11,-4.343,0,0.216,0.0616,0.0656,0.42,0.757,139.951,audio_features,66OTw5q1Ut9KqdFgzMRrhp,spotify:track:66OTw5q1Ut9KqdFgzMRrhp,https://api.spotify.com/v1/tracks/66OTw5q1Ut9KqdFgzMRrhp,https://api.spotify.com/v1/audio-analysis/66OTw5q1Ut9KqdFgzMRrhp,220632,4
924,0.914,0.633,1,-5.796,1,0.143,0.174,0,0.146,0.267,119.95,audio_features,3cFUv0LpvrvdAMAT2B4zhS,spotify:track:3cFUv0LpvrvdAMAT2B4zhS,https://api.spotify.com/v1/tracks/3cFUv0LpvrvdAMAT2B4zhS,https://api.spotify.com/v1/audio-analysis/3cFUv0LpvrvdAMAT2B4zhS,225413,4
925,0.878,0.793,2,-4.46,1,0.303,0.0629,0,0.227,0.691,139.853,audio_features,5yIVCbjYf85Ixuc8ybba6s,spotify:track:5yIVCbjYf85Ixuc8ybba6s,https://api.spotify.com/v1/tracks/5yIVCbjYf85Ixuc8ybba6s,https://api.spotify.com/v1/audio-analysis/5yIVCbjYf85Ixuc8ybba6s,168000,4
926,0.48,0.87,1,-4.792,1,0.0362,0.00438,0.00603,0.0826,0.584,161.953,audio_features,5rF6YUIlgiat22OT1lWspJ,spotify:track:5rF6YUIlgiat22OT1lWspJ,https://api.spotify.com/v1/tracks/5rF6YUIlgiat22OT1lWspJ,https://api.spotify.com/v1/audio-analysis/5rF6YUIlgiat22OT1lWspJ,297933,4
927,0.472,0.493,6,-10.607,1,0.417,0.874,0.000265,0.188,0.568,139.631,audio_features,26kPTDeIh5pTcyMuD6IonN,spotify:track:26kPTDeIh5pTcyMuD6IonN,https://api.spotify.com/v1/tracks/26kPTDeIh5pTcyMuD6IonN,https://api.spotify.com/v1/audio-analysis/26kPTDeIh5pTcyMuD6IonN,137407,4
928,0.594,0.612,8,-6.627,0,0.363,0.835,0,0.461,0.687,179.629,audio_features,2gQPv5jvVPqU2a9HhMNO1v,spotify:track:2gQPv5jvVPqU2a9HhMNO1v,https://api.spotify.com/v1/tracks/2gQPv5jvVPqU2a9HhMNO1v,https://api.spotify.com/v1/audio-analysis/2gQPv5jvVPqU2a9HhMNO1v,168020,4
929,0.672,0.814,7,-3.768,1,0.27,0.258,0,0.164,0.379,97.043,audio_features,34KUIBsIUiPV7oCIzSdDAU,spotify:track:34KUIBsIUiPV7oCIzSdDAU,https://api.spotify.com/v1/tracks/34KUIBsIUiPV7oCIzSdDAU,https://api.spotify.com/v1/audio-analysis/34KUIBsIUiPV7oCIzSdDAU,233400,4
930,0.775,0.451,1,-9.164,1,0.0567,0.296,6.31E-06,0.123,0.559,92.986,audio_features,22Yq5tkMN8JE7h1Bq3pWHS,spotify:track:22Yq5tkMN8JE7h1Bq3pWHS,https://api.spotify.com/v1/tracks/22Yq5tkMN8JE7h1Bq3pWHS,https://api.spotify.com/v1/audio-analysis/22Yq5tkMN8JE7h1Bq3pWHS,233200,4
931,0.859,0.417,9,-8.17,0,0.349,0.643,8.80E-05,0.0787,0.677,115.876,audio_features,3Db3PHT1x9xrFaUWAq2AHD,spotify:track:3Db3PHT1x9xrFaUWAq2AHD,https://api.spotify.com/v1/tracks/3Db3PHT1x9xrFaUWAq2AHD,https://api.spotify.com/v1/audio-analysis/3Db3PHT1x9xrFaUWAq2AHD,297093,4
932,0.567,0.857,10,-4.814,0,0.212,0.156,0,0.135,0.938,83.371,audio_features,3PHUQDyGYZhRJFSwbTXnsG,spotify:track:3PHUQDyGYZhRJFSwbTXnsG,https://api.spotify.com/v1/tracks/3PHUQDyGYZhRJFSwbTXnsG,https://api.spotify.com/v1/audio-analysis/3PHUQDyGYZhRJFSwbTXnsG,145434,4
933,0.72,0.691,1,-5.671,1,0.165,0.358,0,0.254,0.633,90.062,audio_features,2qmwePyxdGn4dWPSZD0Kbb,spotify:track:2qmwePyxdGn4dWPSZD0Kbb,https://api.spotify.com/v1/tracks/2qmwePyxdGn4dWPSZD0Kbb,https://api.spotify.com/v1/audio-analysis/2qmwePyxdGn4dWPSZD0Kbb,165243,4
934,0.639,0.825,11,-4.794,1,0.122,0.367,0,0.101,0.569,159.985,audio_features,7u02ZUejB2uhTw1WuFXrlf,spotify:track:7u02ZUejB2uhTw1WuFXrlf,https://api.spotify.com/v1/tracks/7u02ZUejB2uhTw1WuFXrlf,https://api.spotify.com/v1/audio-analysis/7u02ZUejB2uhTw1WuFXrlf,201749,4
935,0.766,0.674,0,-6.728,1,0.264,0.191,0,0.115,0.442,125.128,audio_features,00gEB0MSDWojSbzIt1TrFT,spotify:track:00gEB0MSDWojSbzIt1TrFT,https://api.spotify.com/v1/tracks/00gEB0MSDWojSbzIt1TrFT,https://api.spotify.com/v1/audio-analysis/00gEB0MSDWojSbzIt1TrFT,180267,4
936,0.715,0.722,10,-5.159,0,0.268,0.18,0,0.195,0.321,123.784,audio_features,51dEXiTvylsKJ7gMiZ5nRw,spotify:track:51dEXiTvylsKJ7gMiZ5nRw,https://api.spotify.com/v1/tracks/51dEXiTvylsKJ7gMiZ5nRw,https://api.spotify.com/v1/audio-analysis/51dEXiTvylsKJ7gMiZ5nRw,162667,4
937,0.793,0.772,2,-6.005,1,0.0422,0.24,3.15E-06,0.145,0.674,94.998,audio_features,5b5LAmQZx3mKmhL7PQGegi,spotify:track:5b5LAmQZx3mKmhL7PQGegi,https://api.spotify.com/v1/tracks/5b5LAmQZx3mKmhL7PQGegi,https://api.spotify.com/v1/audio-analysis/5b5LAmQZx3mKmhL7PQGegi,194107,4
938,0.584,0.569,4,-5.344,0,0.288,0.292,0,0.137,0.142,172.304,audio_features,3ntunhGFy9JVRxG5qXlGSl,spotify:track:3ntunhGFy9JVRxG5qXlGSl,https://api.spotify.com/v1/tracks/3ntunhGFy9JVRxG5qXlGSl,https://api.spotify.com/v1/audio-analysis/3ntunhGFy9JVRxG5qXlGSl,195550,4
939,0.197,0.393,8,-13.144,0,0.041,0.645,1.09E-06,0.182,0.239,138.06,audio_features,5TiiZFMEmCAWwt66FzPefR,spotify:track:5TiiZFMEmCAWwt66FzPefR,https://api.spotify.com/v1/tracks/5TiiZFMEmCAWwt66FzPefR,https://api.spotify.com/v1/audio-analysis/5TiiZFMEmCAWwt66FzPefR,44590,4
940,0.628,0.579,8,-5.846,0,0.125,0.597,0,0.0878,0.534,144.956,audio_features,7GkfSdH9lsigvCs1rSS3Ag,spotify:track:7GkfSdH9lsigvCs1rSS3Ag,https://api.spotify.com/v1/tracks/7GkfSdH9lsigvCs1rSS3Ag,https://api.spotify.com/v1/audio-analysis/7GkfSdH9lsigvCs1rSS3Ag,175946,3
941,0.582,0.736,4,-5.335,0,0.333,0.351,0,0.0836,0.613,84.914,audio_features,4bQFspp8Feaj1wEPsysGLZ,spotify:track:4bQFspp8Feaj1wEPsysGLZ,https://api.spotify.com/v1/tracks/4bQFspp8Feaj1wEPsysGLZ,https://api.spotify.com/v1/audio-analysis/4bQFspp8Feaj1wEPsysGLZ,241287,4
942,0.762,0.833,0,-5.496,0,0.319,0.229,0,0.28,0.878,139.784,audio_features,0KDfnaFHRKoZ3oPUzy28E2,spotify:track:0KDfnaFHRKoZ3oPUzy28E2,https://api.spotify.com/v1/tracks/0KDfnaFHRKoZ3oPUzy28E2,https://api.spotify.com/v1/audio-analysis/0KDfnaFHRKoZ3oPUzy28E2,125528,4
