Index,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
1,0.59,0.493,7,-8.704,0,0.0367,0.402,0.00504,0.129,0.0498,150.026,audio_features,7F9cT6hIRhnFCYP6GKS0tf,spotify:track:7F9cT6hIRhnFCYP6GKS0tf,https://api.spotify.com/v1/tracks/7F9cT6hIRhnFCYP6GKS0tf,https://api.spotify.com/v1/audio-analysis/7F9cT6hIRhnFCYP6GKS0tf,252379,4
2,0.595,0.617,1,-4.238,1,0.31,0.0395,4.06E-06,0.619,0.464,159.83,audio_features,3BDpkLMkgrtrM3HckrVIXr,spotify:track:3BDpkLMkgrtrM3HckrVIXr,https://api.spotify.com/v1/tracks/3BDpkLMkgrtrM3HckrVIXr,https://api.spotify.com/v1/audio-analysis/3BDpkLMkgrtrM3HckrVIXr,198107,4
3,0.692,0.638,6,-12.76,0,0.298,0.847,0.00169,0.121,0.147,126.133,audio_features,22Vsz6sIdD97KROSX7oAyq,spotify:track:22Vsz6sIdD97KROSX7oAyq,https://api.spotify.com/v1/tracks/22Vsz6sIdD97KROSX7oAyq,https://api.spotify.com/v1/audio-analysis/22Vsz6sIdD97KROSX7oAyq,249534,4
4,0.616,0.512,0,-6.721,0,0.317,0.117,0,0.122,0.513,80.399,audio_features,2mjpHatY3Nq4Ks2pbzGR2s,spotify:track:2mjpHatY3Nq4Ks2pbzGR2s,https://api.spotify.com/v1/tracks/2mjpHatY3Nq4Ks2pbzGR2s,https://api.spotify.com/v1/audio-analysis/2mjpHatY3Nq4Ks2pbzGR2s,168991,4
5,0.678,0.669,0,-7.253,1,0.0426,0.523,3.21E-05,0.101,0.153,106.031,audio_features,5KT9bi1P90JBnNMc4pxHDb,spotify:track:5KT9bi1P90JBnNMc4pxHDb,https://api.spotify.com/v1/tracks/5KT9bi1P90JBnNMc4pxHDb,https://api.spotify.com/v1/audio-analysis/5KT9bi1P90JBnNMc4pxHDb,216800,4
6,0.621,0.751,6,-4.81,0,0.027,0.0423,3.78E-06,0.316,0.685,113.009,audio_features,3tHUvprpEXpEHWLZJ8ZI80,spotify:track:3tHUvprpEXpEHWLZJ8ZI80,https://api.spotify.com/v1/tracks/3tHUvprpEXpEHWLZJ8ZI80,https://api.spotify.com/v1/audio-analysis/3tHUvprpEXpEHWLZJ8ZI80,239373,4
7,0.469,0.533,9,-5.58,0,0.0321,0.229,0,0.105,0.142,76.039,audio_features,58Tml7P9dP7aGplLopXFds,spotify:track:58Tml7P9dP7aGplLopXFds,https://api.spotify.com/v1/tracks/58Tml7P9dP7aGplLopXFds,https://api.spotify.com/v1/audio-analysis/58Tml7P9dP7aGplLopXFds,231853,4
8,0.616,0.618,5,-7.037,1,0.0324,0.152,0,0.25,0.483,76.014,audio_features,31eyOmUyhWmDAevi6Wd24S,spotify:track:31eyOmUyhWmDAevi6Wd24S,https://api.spotify.com/v1/tracks/31eyOmUyhWmDAevi6Wd24S,https://api.spotify.com/v1/audio-analysis/31eyOmUyhWmDAevi6Wd24S,185492,4
9,0.725,0.64,5,-7.905,0,0.332,0.0281,0,0.099,0.915,166.028,audio_features,6glsMWIMIxQ4BedzLqGVi4,spotify:track:6glsMWIMIxQ4BedzLqGVi4,https://api.spotify.com/v1/tracks/6glsMWIMIxQ4BedzLqGVi4,https://api.spotify.com/v1/audio-analysis/6glsMWIMIxQ4BedzLqGVi4,240027,3
10,0.631,0.714,1,-5.62,1,0.338,0.445,0,0.109,0.765,80.011,audio_features,2Q2mMT9N8v9uMsxiPQHemP,spotify:track:2Q2mMT9N8v9uMsxiPQHemP,https://api.spotify.com/v1/tracks/2Q2mMT9N8v9uMsxiPQHemP,https://api.spotify.com/v1/audio-analysis/2Q2mMT9N8v9uMsxiPQHemP,219000,4
11,0.54,0.747,0,-8.597,1,0.399,0.0826,1.48E-05,0.231,0.209,177.354,audio_features,41a70FyJAwtb8yui5Ljnpi,spotify:track:41a70FyJAwtb8yui5Ljnpi,https://api.spotify.com/v1/tracks/41a70FyJAwtb8yui5Ljnpi,https://api.spotify.com/v1/audio-analysis/41a70FyJAwtb8yui5Ljnpi,165400,4
12,0.665,0.566,3,-9.209,0,0.443,0.484,0,0.16,0.755,173.804,audio_features,2Ja3UauMDeQnq4sI8a64Ys,spotify:track:2Ja3UauMDeQnq4sI8a64Ys,https://api.spotify.com/v1/tracks/2Ja3UauMDeQnq4sI8a64Ys,https://api.spotify.com/v1/audio-analysis/2Ja3UauMDeQnq4sI8a64Ys,259800,4
13,0.743,0.693,10,-7.624,0,0.114,0.326,0,0.205,0.567,104.522,audio_features,5omIW7YOPhA6CULhkdz6jE,spotify:track:5omIW7YOPhA6CULhkdz6jE,https://api.spotify.com/v1/tracks/5omIW7YOPhA6CULhkdz6jE,https://api.spotify.com/v1/audio-analysis/5omIW7YOPhA6CULhkdz6jE,162467,4
14,0.827,0.81,4,-1.257,0,0.223,0.57,1.28E-05,0.2,0.524,88.69,audio_features,2BMRUAA1oTc7e9JPlr6xbZ,spotify:track:2BMRUAA1oTc7e9JPlr6xbZ,https://api.spotify.com/v1/tracks/2BMRUAA1oTc7e9JPlr6xbZ,https://api.spotify.com/v1/audio-analysis/2BMRUAA1oTc7e9JPlr6xbZ,238307,4
15,0.609,0.807,9,-4.718,0,0.282,0.158,0.0106,0.0674,0.815,96.076,audio_features,4TvxDMTOkbK2yt7IfHWqZQ,spotify:track:4TvxDMTOkbK2yt7IfHWqZQ,https://api.spotify.com/v1/tracks/4TvxDMTOkbK2yt7IfHWqZQ,https://api.spotify.com/v1/audio-analysis/4TvxDMTOkbK2yt7IfHWqZQ,183440,4
16,0.708,0.611,8,-6.019,1,0.331,0.292,0,0.106,0.221,84.43,audio_features,7bgJm5Z7EpvXRMdysiUjCj,spotify:track:7bgJm5Z7EpvXRMdysiUjCj,https://api.spotify.com/v1/tracks/7bgJm5Z7EpvXRMdysiUjCj,https://api.spotify.com/v1/audio-analysis/7bgJm5Z7EpvXRMdysiUjCj,184160,4
17,0.679,0.252,9,-17.794,0,0.559,0.819,1.75E-06,0.234,0.442,91.485,audio_features,1Mi6uegC4pRxQZw1CB5Fk9,spotify:track:1Mi6uegC4pRxQZw1CB5Fk9,https://api.spotify.com/v1/tracks/1Mi6uegC4pRxQZw1CB5Fk9,https://api.spotify.com/v1/audio-analysis/1Mi6uegC4pRxQZw1CB5Fk9,413000,4
18,0.759,0.782,11,-6.975,0,0.0741,0.000589,0,0.35,0.507,131.04,audio_features,1eRBW1HcyM1zPlxO26cScZ,spotify:track:1eRBW1HcyM1zPlxO26cScZ,https://api.spotify.com/v1/tracks/1eRBW1HcyM1zPlxO26cScZ,https://api.spotify.com/v1/audio-analysis/1eRBW1HcyM1zPlxO26cScZ,352853,4
19,0.731,0.811,1,-4.255,0,0.25,0.613,0.000342,0.112,0.59,88.46,audio_features,1HuEBj0j2UoH9IY1QS0xHb,spotify:track:1HuEBj0j2UoH9IY1QS0xHb,https://api.spotify.com/v1/tracks/1HuEBj0j2UoH9IY1QS0xHb,https://api.spotify.com/v1/audio-analysis/1HuEBj0j2UoH9IY1QS0xHb,224240,4
20,0.569,0.835,4,-5.021,0,0.106,0.0601,0,0.233,0.344,93.473,audio_features,2ad058ChnYv6CesbXqDyfY,spotify:track:2ad058ChnYv6CesbXqDyfY,https://api.spotify.com/v1/tracks/2ad058ChnYv6CesbXqDyfY,https://api.spotify.com/v1/audio-analysis/2ad058ChnYv6CesbXqDyfY,195733,4
21,0.645,0.511,2,-10.633,0,0.225,0.141,4.23E-06,0.29,0.157,96.745,audio_features,5tVnb1FNyFtMQd9u5GMaYk,spotify:track:5tVnb1FNyFtMQd9u5GMaYk,https://api.spotify.com/v1/tracks/5tVnb1FNyFtMQd9u5GMaYk,https://api.spotify.com/v1/audio-analysis/5tVnb1FNyFtMQd9u5GMaYk,172520,4
22,0.436,0.318,6,-11.972,1,0.0898,0.793,0.00159,0.126,0.0808,139.218,audio_features,3Bye3MjfxkzGjq0QZyQnN4,spotify:track:3Bye3MjfxkzGjq0QZyQnN4,https://api.spotify.com/v1/tracks/3Bye3MjfxkzGjq0QZyQnN4,https://api.spotify.com/v1/audio-analysis/3Bye3MjfxkzGjq0QZyQnN4,154357,4
23,0.679,0.281,3,-15.506,0,0.184,0.873,0.00335,0.215,0.234,74.996,audio_features,2CzUlaKN1mvb0szagSR3ux,spotify:track:2CzUlaKN1mvb0szagSR3ux,https://api.spotify.com/v1/tracks/2CzUlaKN1mvb0szagSR3ux,https://api.spotify.com/v1/audio-analysis/2CzUlaKN1mvb0szagSR3ux,236704,4
24,0.514,0.403,5,-11.101,1,0.128,0.897,0.051,0.136,0.463,127.818,audio_features,1wGYcpJZ59rePkNu4zHmLu,spotify:track:1wGYcpJZ59rePkNu4zHmLu,https://api.spotify.com/v1/tracks/1wGYcpJZ59rePkNu4zHmLu,https://api.spotify.com/v1/audio-analysis/1wGYcpJZ59rePkNu4zHmLu,162373,4
25,0.644,0.515,9,-11.274,0,0.143,0.589,0.00522,0.0847,0.519,144.072,audio_features,77v9kYcrCZV615E0P9WMrD,spotify:track:77v9kYcrCZV615E0P9WMrD,https://api.spotify.com/v1/tracks/77v9kYcrCZV615E0P9WMrD,https://api.spotify.com/v1/audio-analysis/77v9kYcrCZV615E0P9WMrD,233880,4
26,0.735,0.798,6,-7.157,0,0.122,0.141,0,0.0991,0.51,109.044,audio_features,7Da5kjy5GByLHE5OPQ4tpg,spotify:track:7Da5kjy5GByLHE5OPQ4tpg,https://api.spotify.com/v1/tracks/7Da5kjy5GByLHE5OPQ4tpg,https://api.spotify.com/v1/audio-analysis/7Da5kjy5GByLHE5OPQ4tpg,167339,4
27,0.59,0.712,5,-6.034,0,0.204,0.372,0,0.107,0.372,80.826,audio_features,5f1O2KcdQRJlFYmfdVFN4X,spotify:track:5f1O2KcdQRJlFYmfdVFN4X,https://api.spotify.com/v1/tracks/5f1O2KcdQRJlFYmfdVFN4X,https://api.spotify.com/v1/audio-analysis/5f1O2KcdQRJlFYmfdVFN4X,184147,4
28,0.678,0.591,1,-6.966,1,0.282,0.0662,0.000852,0.135,0.624,80.274,audio_features,201JJbyPScX7NO7DnjhNnD,spotify:track:201JJbyPScX7NO7DnjhNnD,https://api.spotify.com/v1/tracks/201JJbyPScX7NO7DnjhNnD,https://api.spotify.com/v1/audio-analysis/201JJbyPScX7NO7DnjhNnD,147253,4
29,0.469,0.78,10,-6.49,0,0.122,0.224,0,0.13,0.444,125.999,audio_features,1YmF9PvLhIISIANoMLIYGq,spotify:track:1YmF9PvLhIISIANoMLIYGq,https://api.spotify.com/v1/tracks/1YmF9PvLhIISIANoMLIYGq,https://api.spotify.com/v1/audio-analysis/1YmF9PvLhIISIANoMLIYGq,233061,4
30,0.461,0.772,2,-3.98,0,0.375,0.282,0,0.178,0.414,167.018,audio_features,1o0kWPueYo94LIjPYOE5Nf,spotify:track:1o0kWPueYo94LIjPYOE5Nf,https://api.spotify.com/v1/tracks/1o0kWPueYo94LIjPYOE5Nf,https://api.spotify.com/v1/audio-analysis/1o0kWPueYo94LIjPYOE5Nf,372113,4
31,0.727,0.781,5,-8.614,1,0.29,0.103,0,0.0537,0.682,81.076,audio_features,3l6lmZCaZdnc90MI2BktqP,spotify:track:3l6lmZCaZdnc90MI2BktqP,https://api.spotify.com/v1/tracks/3l6lmZCaZdnc90MI2BktqP,https://api.spotify.com/v1/audio-analysis/3l6lmZCaZdnc90MI2BktqP,263720,4
32,0.768,0.62,2,-7.399,1,0.0658,0.139,0,0.521,0.589,132.035,audio_features,3mTpegrOwRn0oJjv4TSbEE,spotify:track:3mTpegrOwRn0oJjv4TSbEE,https://api.spotify.com/v1/tracks/3mTpegrOwRn0oJjv4TSbEE,https://api.spotify.com/v1/audio-analysis/3mTpegrOwRn0oJjv4TSbEE,225960,4
33,0.689,0.353,1,-7.87,1,0.0347,0.63,0.000157,0.108,0.457,137.965,audio_features,3pps5mJJZpJujLm5j6cYji,spotify:track:3pps5mJJZpJujLm5j6cYji,https://api.spotify.com/v1/tracks/3pps5mJJZpJujLm5j6cYji,https://api.spotify.com/v1/audio-analysis/3pps5mJJZpJujLm5j6cYji,268040,4
34,0.71,0.813,0,-6.732,1,0.0507,0.335,0,0.0628,0.829,77.99,audio_features,5Z0m9hFWkcmLEPeLnMwKh2,spotify:track:5Z0m9hFWkcmLEPeLnMwKh2,https://api.spotify.com/v1/tracks/5Z0m9hFWkcmLEPeLnMwKh2,https://api.spotify.com/v1/audio-analysis/5Z0m9hFWkcmLEPeLnMwKh2,221504,4
35,0.651,0.756,10,-7.242,0,0.212,0.38,5.73E-05,0.136,0.368,80.022,audio_features,1iZmvJ4q04fJATuR54J3C4,spotify:track:1iZmvJ4q04fJATuR54J3C4,https://api.spotify.com/v1/tracks/1iZmvJ4q04fJATuR54J3C4,https://api.spotify.com/v1/audio-analysis/1iZmvJ4q04fJATuR54J3C4,193253,4
36,0.644,0.866,4,-4.752,0,0.33,0.305,0,0.213,0.419,91.971,audio_features,42U273VfvI41QVmpyujXfH,spotify:track:42U273VfvI41QVmpyujXfH,https://api.spotify.com/v1/tracks/42U273VfvI41QVmpyujXfH,https://api.spotify.com/v1/audio-analysis/42U273VfvI41QVmpyujXfH,228387,4
37,0.765,0.707,9,-6.274,0,0.26,0.153,0,0.266,0.658,89.98,audio_features,7wrsR2dXDmuMEZKktOOyqB,spotify:track:7wrsR2dXDmuMEZKktOOyqB,https://api.spotify.com/v1/tracks/7wrsR2dXDmuMEZKktOOyqB,https://api.spotify.com/v1/audio-analysis/7wrsR2dXDmuMEZKktOOyqB,186990,4
38,0.734,0.846,9,-3.425,0,0.0489,0.166,1.74E-06,0.235,0.604,98.026,audio_features,2BEcap3xJtmiPaHKyfQi4e,spotify:track:2BEcap3xJtmiPaHKyfQi4e,https://api.spotify.com/v1/tracks/2BEcap3xJtmiPaHKyfQi4e,https://api.spotify.com/v1/audio-analysis/2BEcap3xJtmiPaHKyfQi4e,209884,4
39,0.367,0.665,1,-2.821,1,0.0465,0.145,0,0.113,0.31,148.913,audio_features,3sNVsP50132BTNlImLx70i,spotify:track:3sNVsP50132BTNlImLx70i,https://api.spotify.com/v1/tracks/3sNVsP50132BTNlImLx70i,https://api.spotify.com/v1/audio-analysis/3sNVsP50132BTNlImLx70i,229147,4
40,0.677,0.638,8,-8.631,1,0.333,0.589,0,0.193,0.435,82.81,audio_features,2e3Ea0o24lReQFR4FA7yXH,spotify:track:2e3Ea0o24lReQFR4FA7yXH,https://api.spotify.com/v1/tracks/2e3Ea0o24lReQFR4FA7yXH,https://api.spotify.com/v1/audio-analysis/2e3Ea0o24lReQFR4FA7yXH,211497,4
41,0.763,0.608,7,-8.131,0,0.25,0.324,0,0.127,0.113,94.006,audio_features,2t1dculU2L9HxEIzB00Xpk,spotify:track:2t1dculU2L9HxEIzB00Xpk,https://api.spotify.com/v1/tracks/2t1dculU2L9HxEIzB00Xpk,https://api.spotify.com/v1/audio-analysis/2t1dculU2L9HxEIzB00Xpk,166947,4
42,0.682,0.432,5,-11.922,1,0.302,0.558,0,0.359,0.11,104.212,audio_features,36IxxPEiwxT1TPRDsKXdxY,spotify:track:36IxxPEiwxT1TPRDsKXdxY,https://api.spotify.com/v1/tracks/36IxxPEiwxT1TPRDsKXdxY,https://api.spotify.com/v1/audio-analysis/36IxxPEiwxT1TPRDsKXdxY,111800,4
43,0.812,0.701,6,-6.552,0,0.231,0.161,0,0.209,0.197,130.069,audio_features,1VTZiz4hE2YSaJZZ83N5dr,spotify:track:1VTZiz4hE2YSaJZZ83N5dr,https://api.spotify.com/v1/tracks/1VTZiz4hE2YSaJZZ83N5dr,https://api.spotify.com/v1/audio-analysis/1VTZiz4hE2YSaJZZ83N5dr,210453,4
44,0.489,0.697,9,-5.41,0,0.173,0.225,0,0.115,0.532,97.243,audio_features,39ZJEJ8KLq8yQQ1OEAdJ1W,spotify:track:39ZJEJ8KLq8yQQ1OEAdJ1W,https://api.spotify.com/v1/tracks/39ZJEJ8KLq8yQQ1OEAdJ1W,https://api.spotify.com/v1/audio-analysis/39ZJEJ8KLq8yQQ1OEAdJ1W,193453,3
45,0.834,0.729,2,-4.011,1,0.278,0.147,0,0.0445,0.52,89.99,audio_features,6xEKlNQQ5XcUXihEQ6wON7,spotify:track:6xEKlNQQ5XcUXihEQ6wON7,https://api.spotify.com/v1/tracks/6xEKlNQQ5XcUXihEQ6wON7,https://api.spotify.com/v1/audio-analysis/6xEKlNQQ5XcUXihEQ6wON7,180000,4
46,0.568,0.742,8,-8.69,1,0.0634,0.0395,0.846,0.217,0.364,170.063,audio_features,2BtaCcUXy6zHcsnL5Tde8S,spotify:track:2BtaCcUXy6zHcsnL5Tde8S,https://api.spotify.com/v1/tracks/2BtaCcUXy6zHcsnL5Tde8S,https://api.spotify.com/v1/audio-analysis/2BtaCcUXy6zHcsnL5Tde8S,212881,5
47,0.67,0.671,1,-7.934,1,0.206,0.0296,0,0.208,0.688,84.162,audio_features,7cLB4DvvfzxhoBTc62AjZH,spotify:track:7cLB4DvvfzxhoBTc62AjZH,https://api.spotify.com/v1/tracks/7cLB4DvvfzxhoBTc62AjZH,https://api.spotify.com/v1/audio-analysis/7cLB4DvvfzxhoBTc62AjZH,272627,4
48,0.619,0.822,0,-7.119,0,0.349,0.41,0,0.132,0.752,87.953,audio_features,5kpTD6cxmO9O0uGCEVJqLa,spotify:track:5kpTD6cxmO9O0uGCEVJqLa,https://api.spotify.com/v1/tracks/5kpTD6cxmO9O0uGCEVJqLa,https://api.spotify.com/v1/audio-analysis/5kpTD6cxmO9O0uGCEVJqLa,166368,4
49,0.472,0.694,6,-7.804,0,0.227,0.481,0,0.147,0.296,90.227,audio_features,4hCrYZrGUXpy1L0bf5TA2q,spotify:track:4hCrYZrGUXpy1L0bf5TA2q,https://api.spotify.com/v1/tracks/4hCrYZrGUXpy1L0bf5TA2q,https://api.spotify.com/v1/audio-analysis/4hCrYZrGUXpy1L0bf5TA2q,151580,4
50,0.724,0.595,1,-7.764,1,0.26,0.208,0,0.308,0.515,148.109,audio_features,1e7ln1TbebEotYcU4jQmQf,spotify:track:1e7ln1TbebEotYcU4jQmQf,https://api.spotify.com/v1/tracks/1e7ln1TbebEotYcU4jQmQf,https://api.spotify.com/v1/audio-analysis/1e7ln1TbebEotYcU4jQmQf,144992,4
51,0.531,0.695,5,-7.883,0,0.218,0.533,3.16E-06,0.193,0.0682,90.836,audio_features,1extIj9mLxDZgmFMKvNKjF,spotify:track:1extIj9mLxDZgmFMKvNKjF,https://api.spotify.com/v1/tracks/1extIj9mLxDZgmFMKvNKjF,https://api.spotify.com/v1/audio-analysis/1extIj9mLxDZgmFMKvNKjF,159629,4
52,0.792,0.482,9,-10.156,1,0.155,0.304,0,0.085,0.349,143.933,audio_features,52M4QlPxIg0ye7Lw9rItKz,spotify:track:52M4QlPxIg0ye7Lw9rItKz,https://api.spotify.com/v1/tracks/52M4QlPxIg0ye7Lw9rItKz,https://api.spotify.com/v1/audio-analysis/52M4QlPxIg0ye7Lw9rItKz,202828,4
53,0.458,0.452,9,-9.299,0,0.047,0.342,1.94E-05,0.0703,0.316,86.318,audio_features,3Q4gttWQ6hxqWOa3tHoTNi,spotify:track:3Q4gttWQ6hxqWOa3tHoTNi,https://api.spotify.com/v1/tracks/3Q4gttWQ6hxqWOa3tHoTNi,https://api.spotify.com/v1/audio-analysis/3Q4gttWQ6hxqWOa3tHoTNi,269680,4
54,0.726,0.852,10,-5.172,0,0.259,0.162,0,0.166,0.667,87.06,audio_features,28vH6POFwU9EWjZui6Em0B,spotify:track:28vH6POFwU9EWjZui6Em0B,https://api.spotify.com/v1/tracks/28vH6POFwU9EWjZui6Em0B,https://api.spotify.com/v1/audio-analysis/28vH6POFwU9EWjZui6Em0B,182143,4
55,0.531,0.744,5,-7.456,0,0.232,0.0392,0,0.0829,0.426,145.132,audio_features,5gNI6SVOOugp1KOrDpw3O4,spotify:track:5gNI6SVOOugp1KOrDpw3O4,https://api.spotify.com/v1/tracks/5gNI6SVOOugp1KOrDpw3O4,https://api.spotify.com/v1/audio-analysis/5gNI6SVOOugp1KOrDpw3O4,177234,4
56,0.522,0.773,4,-5.094,1,0.309,0.0957,0,0.369,0.631,130.197,audio_features,1BN4YTnHEAFAg5HRxIC1af,spotify:track:1BN4YTnHEAFAg5HRxIC1af,https://api.spotify.com/v1/tracks/1BN4YTnHEAFAg5HRxIC1af,https://api.spotify.com/v1/audio-analysis/1BN4YTnHEAFAg5HRxIC1af,168311,4
57,0.463,0.846,10,-5.035,0,0.171,0.0961,0,0.281,0.62,77.193,audio_features,2lmAPeeeMg9mgKVnAl07YS,spotify:track:2lmAPeeeMg9mgKVnAl07YS,https://api.spotify.com/v1/tracks/2lmAPeeeMg9mgKVnAl07YS,https://api.spotify.com/v1/audio-analysis/2lmAPeeeMg9mgKVnAl07YS,195720,4
58,0.556,0.757,2,-4.653,1,0.299,0.185,0,0.185,0.417,88.656,audio_features,21jGfTFjt6MPGltvk7yHrS,spotify:track:21jGfTFjt6MPGltvk7yHrS,https://api.spotify.com/v1/tracks/21jGfTFjt6MPGltvk7yHrS,https://api.spotify.com/v1/audio-analysis/21jGfTFjt6MPGltvk7yHrS,185893,4
59,0.858,0.654,0,-7.519,1,0.0707,0.242,0.00115,0.0733,0.916,117.98,audio_features,15ajn3Uluno9LWP368Qapd,spotify:track:15ajn3Uluno9LWP368Qapd,https://api.spotify.com/v1/tracks/15ajn3Uluno9LWP368Qapd,https://api.spotify.com/v1/audio-analysis/15ajn3Uluno9LWP368Qapd,194053,4
60,0.428,0.557,4,-6.499,1,0.298,0.0639,0,0.156,0.297,82.331,audio_features,6FWkfBaqMneWZCeVnEzln4,spotify:track:6FWkfBaqMneWZCeVnEzln4,https://api.spotify.com/v1/tracks/6FWkfBaqMneWZCeVnEzln4,https://api.spotify.com/v1/audio-analysis/6FWkfBaqMneWZCeVnEzln4,215384,4
61,0.773,0.7,5,-6.818,1,0.159,0.22,0.0456,0.0966,0.504,144.078,audio_features,7k6aVgrtJqNTMVqk5yMWKD,spotify:track:7k6aVgrtJqNTMVqk5yMWKD,https://api.spotify.com/v1/tracks/7k6aVgrtJqNTMVqk5yMWKD,https://api.spotify.com/v1/audio-analysis/7k6aVgrtJqNTMVqk5yMWKD,165782,4
62,0.687,0.584,6,-7.336,0,0.0422,0.222,0.00114,0.12,0.228,88.025,audio_features,14qNHvX8h6HoynFuV0RxWS,spotify:track:14qNHvX8h6HoynFuV0RxWS,https://api.spotify.com/v1/tracks/14qNHvX8h6HoynFuV0RxWS,https://api.spotify.com/v1/audio-analysis/14qNHvX8h6HoynFuV0RxWS,199427,4
63,0.372,0.53,1,-9.519,1,0.116,0.229,0.000954,0.627,0.169,136.976,audio_features,04yl0gqAhDRZe3MLAncaiD,spotify:track:04yl0gqAhDRZe3MLAncaiD,https://api.spotify.com/v1/tracks/04yl0gqAhDRZe3MLAncaiD,https://api.spotify.com/v1/audio-analysis/04yl0gqAhDRZe3MLAncaiD,187125,4
64,0.555,0.216,3,-11.661,1,0.0721,0.557,0.00416,0.109,0.504,79.109,audio_features,6me7F0aaZjwDo6RJ5MrfBD,spotify:track:6me7F0aaZjwDo6RJ5MrfBD,https://api.spotify.com/v1/tracks/6me7F0aaZjwDo6RJ5MrfBD,https://api.spotify.com/v1/audio-analysis/6me7F0aaZjwDo6RJ5MrfBD,87000,3
65,0.589,0.0941,10,-14.447,0,0.138,0.985,8.55E-06,0.108,0.376,91.987,audio_features,6dPjRptilDo0E3dLWm88QC,spotify:track:6dPjRptilDo0E3dLWm88QC,https://api.spotify.com/v1/tracks/6dPjRptilDo0E3dLWm88QC,https://api.spotify.com/v1/audio-analysis/6dPjRptilDo0E3dLWm88QC,77375,1
66,0.42,0.701,1,-7.582,0,0.339,0.832,0,0.103,0.671,79.716,audio_features,5sxRbu2Oi9lgmLO8taA3Rf,spotify:track:5sxRbu2Oi9lgmLO8taA3Rf,https://api.spotify.com/v1/tracks/5sxRbu2Oi9lgmLO8taA3Rf,https://api.spotify.com/v1/audio-analysis/5sxRbu2Oi9lgmLO8taA3Rf,349040,4
67,0.763,0.432,10,-12.528,0,0.0576,0.947,0.0247,0.113,0.883,97.676,audio_features,2tPiS6ZH898jafXqpMhEGj,spotify:track:2tPiS6ZH898jafXqpMhEGj,https://api.spotify.com/v1/tracks/2tPiS6ZH898jafXqpMhEGj,https://api.spotify.com/v1/audio-analysis/2tPiS6ZH898jafXqpMhEGj,152351,4
68,0.874,0.402,4,-5.786,1,0.0691,0.263,0.00094,0.147,0.764,119.99,audio_features,74fQgHleHZ4V7Gm1XYcGkj,spotify:track:74fQgHleHZ4V7Gm1XYcGkj,https://api.spotify.com/v1/tracks/74fQgHleHZ4V7Gm1XYcGkj,https://api.spotify.com/v1/audio-analysis/74fQgHleHZ4V7Gm1XYcGkj,195910,4
69,0.699,0.255,4,-8.647,0,0.0303,0.405,0.00242,0.0985,0.242,132.031,audio_features,3ppVO2tyWRRznNmONvt7Se,spotify:track:3ppVO2tyWRRznNmONvt7Se,https://api.spotify.com/v1/tracks/3ppVO2tyWRRznNmONvt7Se,https://api.spotify.com/v1/audio-analysis/3ppVO2tyWRRznNmONvt7Se,106333,3
70,0.695,0.596,4,-7.685,1,0.247,0.478,0,0.133,0.265,75.997,audio_features,0ssVSd3juASNuehS9LWMFW,spotify:track:0ssVSd3juASNuehS9LWMFW,https://api.spotify.com/v1/tracks/0ssVSd3juASNuehS9LWMFW,https://api.spotify.com/v1/audio-analysis/0ssVSd3juASNuehS9LWMFW,162987,4
71,0.557,0.457,3,-9.349,1,0.0343,0.0469,0.015,0.179,0.343,67.015,audio_features,2xOxJOUCQRc4nMIwwHAKI7,spotify:track:2xOxJOUCQRc4nMIwwHAKI7,https://api.spotify.com/v1/tracks/2xOxJOUCQRc4nMIwwHAKI7,https://api.spotify.com/v1/audio-analysis/2xOxJOUCQRc4nMIwwHAKI7,180848,4
72,0.764,0.784,10,-4.003,0,0.0833,0.469,0,0.123,0.51,144.981,audio_features,40Rpg3LkZwwzuHJ3GdjMma,spotify:track:40Rpg3LkZwwzuHJ3GdjMma,https://api.spotify.com/v1/tracks/40Rpg3LkZwwzuHJ3GdjMma,https://api.spotify.com/v1/audio-analysis/40Rpg3LkZwwzuHJ3GdjMma,186403,4
73,0.795,0.691,1,-5.193,0,0.328,0.00385,0,0.142,0.573,80.862,audio_features,26FpOENKQstjLRhX1fxUs9,spotify:track:26FpOENKQstjLRhX1fxUs9,https://api.spotify.com/v1/tracks/26FpOENKQstjLRhX1fxUs9,https://api.spotify.com/v1/audio-analysis/26FpOENKQstjLRhX1fxUs9,161115,4
74,0.715,0.617,11,-5.558,0,0.24,0.0996,3.41E-06,0.186,0.283,176.117,audio_features,7HdNB8nvJOBwHa8hIkzvxp,spotify:track:7HdNB8nvJOBwHa8hIkzvxp,https://api.spotify.com/v1/tracks/7HdNB8nvJOBwHa8hIkzvxp,https://api.spotify.com/v1/audio-analysis/7HdNB8nvJOBwHa8hIkzvxp,130929,4
75,0.477,0.866,8,-5.393,0,0.0793,0.00241,0.497,0.343,0.215,122.496,audio_features,66M2PPwRhEcQCC6P60aXPJ,spotify:track:66M2PPwRhEcQCC6P60aXPJ,https://api.spotify.com/v1/tracks/66M2PPwRhEcQCC6P60aXPJ,https://api.spotify.com/v1/audio-analysis/66M2PPwRhEcQCC6P60aXPJ,208704,4
